dataset_name;grounder;kge;model_name;rule_miner;seed;kge_atom_embedding_size;batch_size;val_batch_size;test_batch_size;facts_file;train_file;valid_file;test_file;domain_file;rules_file;num_negatives;valid_negatives;test_negatives;ragged;format;engine_num_negatives;engine_num_adaptive_constants;constant_embedding_size;dropout_rate_embedder;kge_regularization;learning_rate;epochs;num_rules;loss;weight_loss;cdcr_use_positional_embeddings;cdcr_num_formulas;valid_frequency;resnet;reasoner_depth;reasoner_regularization_factor;reasoner_formula_hidden_embedding_size;reasoner_dropout_rate;reasoner_atom_embedding_size;signed;temperature;aggregation_type;filter_num_heads;filter_activity_regularization;keys_signature;run_signature;seed_run_i;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3;time_ground_train;time_ground_valid;time_train;time_ground_test;time_inference
countries_s2;backward_1;complex;dcr;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_1-complex-dcr-None-1-100;4;[0.008, 0.014];[0.007, 0.013];[0.007, 0.012];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.42, 0.057];[0.419, 0.059];[0.419, 0.059];[0.805, 0.015];[0.782, 0.012];[0.808, 0.022];[0.807, 0.016];[0.786, 0.014];[0.808, 0.022];[0.438, 0.095];[0.437, 0.095];[0.437, 0.096];[0.909, 0.024];[0.864, 0.029];[0.948, 0.03];[0.909, 0.024];[0.864, 0.029];[0.948, 0.03];[6.072, 0.23];[8.908, 0.09];[59.452, 1.073];[1.278, 0.223];[1.51, 0.225]
countries_s2;backward_1;complex;sbr;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_1-complex-sbr-None-1-100;4;[0.107, 0.208];[0.108, 0.209];[0.106, 0.207];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.373, 0.03];[0.373, 0.03];[0.373, 0.03];[0.795, 0.016];[0.768, 0.013];[0.804, 0.023];[0.804, 0.016];[0.782, 0.013];[0.81, 0.022];[0.397, 0.072];[0.397, 0.072];[0.396, 0.072];[0.904, 0.023];[0.852, 0.03];[0.948, 0.03];[0.906, 0.019];[0.856, 0.023];[0.948, 0.03];[5.974, 0.114];[8.758, 0.371];[44.172, 0.988];[1.402, 0.076];[1.674, 0.089]
countries_s2;backward_1;complex;r2n;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_1-complex-r2n-None-1-100;4;[0.13, 0.238];[0.148, 0.268];[0.111, 0.209];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.306, 0.046];[0.306, 0.046];[0.306, 0.046];[0.756, 0.06];[0.718, 0.07];[0.774, 0.053];[0.809, 0.014];[0.794, 0.012];[0.806, 0.016];[0.373, 0.087];[0.382, 0.088];[0.364, 0.089];[0.889, 0.033];[0.824, 0.056];[0.932, 0.024];[0.901, 0.018];[0.848, 0.024];[0.932, 0.024];[5.962, 0.283];[8.548, 0.303];[49.308, 3.166];[1.37, 0.086];[1.65, 0.143]
countries_s2;backward_1;complex;no_reasoner;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_1-complex-no_reasoner-None-1-100;4;[0.118, 0.205];[0.118, 0.205];[0.118, 0.205];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.396, 0.061];[0.396, 0.061];[0.396, 0.061];[0.796, 0.018];[0.774, 0.017];[0.798, 0.022];[0.796, 0.018];[0.774, 0.017];[0.798, 0.022];[0.404, 0.078];[0.404, 0.078];[0.404, 0.078];[0.905, 0.017];[0.856, 0.027];[0.936, 0.023];[0.905, 0.017];[0.856, 0.027];[0.936, 0.023];[0.066, 0.022];[0.076, 0.026];[27.514, 0.437];[0.006, 0.005];[0.232, 0.025]
countries_s2;backward_2;complex;dcr;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_2-complex-dcr-None-1-100;4;[0.264, 0.176];[0.223, 0.168];[0.22, 0.169];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.349, 0.017];[0.307, 0.009];[0.307, 0.009];[0.782, 0.013];[0.756, 0.008];[0.786, 0.026];[0.801, 0.02];[0.784, 0.016];[0.794, 0.027];[0.363, 0.036];[0.323, 0.029];[0.318, 0.029];[0.896, 0.016];[0.84, 0.022];[0.944, 0.032];[0.904, 0.016];[0.856, 0.023];[0.944, 0.032];[12.444, 3.277];[15.012, 0.359];[86.636, 2.711];[2.468, 0.18];[2.72, 0.195]
countries_s2;backward_2;complex;sbr;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_2-complex-sbr-None-1-100;4;[0.089, 0.171];[0.09, 0.172];[0.088, 0.169];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.383, 0.058];[0.383, 0.058];[0.383, 0.059];[0.79, 0.016];[0.764, 0.014];[0.796, 0.028];[0.805, 0.022];[0.786, 0.023];[0.804, 0.029];[0.389, 0.053];[0.391, 0.052];[0.388, 0.054];[0.899, 0.024];[0.84, 0.031];[0.948, 0.03];[0.905, 0.018];[0.852, 0.02];[0.948, 0.03];[10.728, 0.324];[14.926, 0.649];[59.362, 1.017];[2.574, 0.263];[2.82, 0.25]
countries_s2;backward_2;complex;r2n;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_2-complex-r2n-None-1-100;4;[0.391, 0.315];[0.417, 0.334];[0.366, 0.296];[0.99, 0.008];[0.981, 0.016];[1.0, 0.0];[0.992, 0.007];[0.985, 0.013];[1.0, 0.0];[0.32, 0.045];[0.319, 0.045];[0.322, 0.046];[0.664, 0.11];[0.634, 0.12];[0.654, 0.116];[0.806, 0.009];[0.794, 0.008];[0.804, 0.01];[0.407, 0.082];[0.433, 0.073];[0.381, 0.094];[0.836, 0.039];[0.744, 0.072];[0.912, 0.027];[0.901, 0.016];[0.852, 0.02];[0.928, 0.032];[10.792, 0.346];[16.828, 3.734];[73.306, 4.263];[2.518, 0.28];[2.748, 0.29]
countries_s2;backward_2;complex;no_reasoner;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_2-complex-no_reasoner-None-1-100;4;[0.118, 0.205];[0.118, 0.205];[0.118, 0.205];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.396, 0.061];[0.396, 0.061];[0.396, 0.061];[0.796, 0.018];[0.774, 0.017];[0.798, 0.022];[0.796, 0.018];[0.774, 0.017];[0.798, 0.022];[0.404, 0.078];[0.404, 0.078];[0.404, 0.078];[0.905, 0.017];[0.856, 0.027];[0.936, 0.023];[0.905, 0.017];[0.856, 0.027];[0.936, 0.023];[0.078, 0.019];[0.072, 0.004];[28.202, 0.594];[0.006, 0.005];[0.202, 0.032]
countries_s2;backward_3;complex;dcr;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_3-complex-dcr-None-1-100;4;[0.264, 0.176];[0.223, 0.168];[0.22, 0.169];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.349, 0.017];[0.307, 0.009];[0.307, 0.009];[0.782, 0.013];[0.756, 0.008];[0.786, 0.026];[0.801, 0.02];[0.784, 0.016];[0.794, 0.027];[0.363, 0.036];[0.323, 0.029];[0.318, 0.029];[0.896, 0.016];[0.84, 0.022];[0.944, 0.032];[0.904, 0.016];[0.856, 0.023];[0.944, 0.032];[13.882, 4.076];[15.078, 0.52];[86.928, 4.191];[2.478, 0.132];[2.704, 0.135]
countries_s2;backward_3;complex;sbr;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_3-complex-sbr-None-1-100;4;[0.089, 0.171];[0.09, 0.172];[0.088, 0.169];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.383, 0.058];[0.383, 0.058];[0.383, 0.059];[0.79, 0.016];[0.764, 0.014];[0.796, 0.028];[0.805, 0.022];[0.786, 0.023];[0.804, 0.029];[0.389, 0.053];[0.391, 0.052];[0.388, 0.054];[0.899, 0.024];[0.84, 0.031];[0.948, 0.03];[0.905, 0.018];[0.852, 0.02];[0.948, 0.03];[10.938, 0.199];[14.928, 0.295];[59.626, 1.024];[2.502, 0.074];[2.724, 0.073]
countries_s2;backward_3;complex;r2n;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_3-complex-r2n-None-1-100;4;[0.391, 0.315];[0.417, 0.334];[0.366, 0.296];[0.99, 0.008];[0.981, 0.016];[1.0, 0.0];[0.992, 0.007];[0.985, 0.013];[1.0, 0.0];[0.32, 0.045];[0.319, 0.045];[0.322, 0.046];[0.664, 0.11];[0.634, 0.12];[0.654, 0.116];[0.806, 0.009];[0.794, 0.008];[0.804, 0.01];[0.407, 0.082];[0.433, 0.073];[0.381, 0.094];[0.836, 0.039];[0.744, 0.072];[0.912, 0.027];[0.901, 0.016];[0.852, 0.02];[0.928, 0.032];[11.112, 0.297];[16.836, 4.501];[73.834, 4.736];[2.778, 0.126];[3.004, 0.117]
countries_s2;backward_3;complex;no_reasoner;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_3-complex-no_reasoner-None-1-100;4;[0.118, 0.205];[0.118, 0.205];[0.118, 0.205];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.396, 0.061];[0.396, 0.061];[0.396, 0.061];[0.796, 0.018];[0.774, 0.017];[0.798, 0.022];[0.796, 0.018];[0.774, 0.017];[0.798, 0.022];[0.404, 0.078];[0.404, 0.078];[0.404, 0.078];[0.905, 0.017];[0.856, 0.027];[0.936, 0.023];[0.905, 0.017];[0.856, 0.027];[0.936, 0.023];[0.06, 0.014];[0.068, 0.032];[28.086, 0.543];[0.006, 0.005];[0.174, 0.02]
countries_s2;domainbody;complex;sbr;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-domainbody-complex-sbr-None-1-100;4;[0.018, 0.003];[0.013, 0.002];[0.024, 0.004];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.382, 0.016];[0.356, 0.011];[0.407, 0.025];[0.81, 0.013];[0.788, 0.013];[0.81, 0.019];[0.854, 0.016];[0.813, 0.015];[0.792, 0.016];[0.814, 0.019];[0.852, 0.019];[0.402, 0.059];[0.396, 0.073];[0.408, 0.052];[0.916, 0.013];[0.872, 0.016];[0.948, 0.03];[1.0, 0.0];[0.92, 0.013];[0.876, 0.023];[0.948, 0.03];[1.0, 0.0];[110.118, 4.566];[273.926, 19.083];[544.262, 23.174];[27.908, 0.698];[28.196, 0.698]
countries_s2;domainbody;complex;r2n;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-domainbody-complex-r2n-None-1-100;4;[0.056, 0.107];[0.056, 0.107];[0.056, 0.107];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.397, 0.059];[0.397, 0.059];[0.397, 0.059];[0.813, 0.015];[0.788, 0.016];[0.818, 0.015];[0.85, 0.02];[0.813, 0.015];[0.788, 0.016];[0.818, 0.015];[0.85, 0.02];[0.453, 0.143];[0.453, 0.143];[0.453, 0.143];[0.926, 0.021];[0.892, 0.024];[0.948, 0.037];[1.0, 0.0];[0.926, 0.021];[0.892, 0.024];[0.948, 0.037];[1.0, 0.0];[104.51, 9.766];[246.96, 34.143];[2482.388, 36.844];[26.982, 2.673];[28.668, 2.674]
countries_s2;domainbody;complex;no_reasoner;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-domainbody-complex-no_reasoner-None-1-100;4;[0.037, 0.05];[0.037, 0.05];[0.037, 0.05];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.378, 0.061];[0.378, 0.061];[0.378, 0.061];[0.807, 0.022];[0.782, 0.022];[0.812, 0.017];[0.862, 0.028];[0.807, 0.022];[0.782, 0.022];[0.812, 0.017];[0.862, 0.028];[0.39, 0.109];[0.39, 0.109];[0.39, 0.109];[0.914, 0.011];[0.872, 0.016];[0.948, 0.02];[1.0, 0.0];[0.914, 0.011];[0.872, 0.016];[0.948, 0.02];[1.0, 0.0];[0.06, 0.006];[0.068, 0.007];[23.49, 0.347];[0.006, 0.005];[0.186, 0.005]
countries_s3;backward_1;complex;dcr;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s3-backward_1-complex-dcr-None-1-100;4;[0.021, 0.014];[0.011, 0.011];[0.023, 0.013];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.001];[1.0, 0.0];[0.501, 0.064];[0.426, 0.049];[0.564, 0.082];[0.73, 0.013];[0.7, 0.014];[0.732, 0.016];[0.753, 0.011];[0.708, 0.01];[0.764, 0.017];[0.392, 0.026];[0.436, 0.035];[0.337, 0.019];[0.841, 0.027];[0.76, 0.052];[0.872, 0.02];[0.97, 0.01];[0.952, 0.016];[0.988, 0.01];[13.782, 2.722];[39.25, 1.249];[93.104, 0.936];[5.936, 0.944];[6.148, 0.954]
countries_s3;backward_1;complex;sbr;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s3-backward_1-complex-sbr-None-1-100;4;[0.332, 0.251];[0.332, 0.252];[0.333, 0.249];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.359, 0.022];[0.342, 0.006];[0.376, 0.039];[0.72, 0.018];[0.69, 0.017];[0.722, 0.025];[0.743, 0.015];[0.696, 0.016];[0.744, 0.024];[0.363, 0.037];[0.385, 0.026];[0.341, 0.05];[0.822, 0.037];[0.732, 0.063];[0.884, 0.032];[0.958, 0.015];[0.932, 0.024];[0.98, 0.013];[15.496, 0.58];[40.23, 0.844];[79.54, 1.228];[5.736, 0.731];[5.912, 0.736]
countries_s3;backward_1;complex;r2n;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s3-backward_1-complex-r2n-None-1-100;4;[0.425, 0.248];[0.454, 0.264];[0.396, 0.233];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.999, 0.001];[0.999, 0.002];[1.0, 0.0];[0.404, 0.08];[0.356, 0.033];[0.452, 0.129];[0.686, 0.046];[0.658, 0.044];[0.68, 0.044];[0.746, 0.022];[0.724, 0.028];[0.738, 0.02];[0.376, 0.016];[0.406, 0.018];[0.346, 0.016];[0.815, 0.049];[0.724, 0.075];[0.868, 0.035];[0.884, 0.02];[0.828, 0.03];[0.912, 0.02];[15.568, 0.486];[38.402, 1.009];[79.742, 1.403];[6.264, 0.421];[6.454, 0.41]
countries_s3;backward_1;complex;no_reasoner;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s3-backward_1-complex-no_reasoner-None-1-100;4;[0.103, 0.205];[0.103, 0.205];[0.103, 0.205];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.475, 0.071];[0.475, 0.071];[0.475, 0.071];[0.739, 0.021];[0.708, 0.02];[0.748, 0.032];[0.739, 0.021];[0.708, 0.02];[0.748, 0.032];[0.53, 0.091];[0.53, 0.091];[0.53, 0.091];[0.819, 0.034];[0.736, 0.056];[0.876, 0.027];[0.819, 0.034];[0.736, 0.056];[0.876, 0.027];[0.064, 0.017];[0.076, 0.019];[21.238, 1.009];[0.004, 0.005];[0.174, 0.008]
countries_s3;backward_2;complex;dcr;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s3-backward_2-complex-dcr-None-1-100;4;[0.369, 0.213];[0.298, 0.21];[0.301, 0.207];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.435, 0.019];[0.334, 0.014];[0.388, 0.038];[0.71, 0.003];[0.678, 0.01];[0.712, 0.013];[0.733, 0.013];[0.69, 0.017];[0.738, 0.021];[0.443, 0.023];[0.385, 0.016];[0.359, 0.028];[0.827, 0.035];[0.736, 0.06];[0.9, 0.031];[0.954, 0.02];[0.912, 0.037];[0.996, 0.008];[49.882, 2.003];[67.904, 2.061];[169.156, 1.968];[38.174, 1.61];[38.404, 1.601]
countries_s3;backward_2;complex;sbr;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s3-backward_2-complex-sbr-None-1-100;4;[0.256, 0.207];[0.254, 0.21];[0.257, 0.205];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.439, 0.122];[0.359, 0.037];[0.519, 0.208];[0.723, 0.022];[0.698, 0.027];[0.718, 0.026];[0.735, 0.017];[0.686, 0.02];[0.738, 0.019];[0.399, 0.039];[0.407, 0.035];[0.391, 0.044];[0.812, 0.022];[0.716, 0.039];[0.88, 0.025];[0.977, 0.013];[0.956, 0.023];[1.0, 0.0];[50.112, 2.213];[64.528, 4.501];[140.944, 5.682];[40.088, 1.067];[40.294, 1.077]
countries_s3;backward_2;complex;r2n;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s3-backward_2-complex-r2n-None-1-100;4;[0.48, 0.092];[0.551, 0.091];[0.409, 0.093];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.999, 0.001];[1.0, 0.0];[0.375, 0.012];[0.335, 0.01];[0.415, 0.025];[0.649, 0.016];[0.612, 0.019];[0.664, 0.024];[0.749, 0.011];[0.714, 0.01];[0.746, 0.024];[0.378, 0.008];[0.401, 0.009];[0.354, 0.007];[0.786, 0.032];[0.684, 0.056];[0.836, 0.032];[0.843, 0.024];[0.768, 0.043];[0.876, 0.008];[53.394, 2.421];[64.072, 1.32];[154.546, 3.346];[38.792, 1.897];[39.022, 1.904]
countries_s3;backward_2;complex;no_reasoner;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s3-backward_2-complex-no_reasoner-None-1-100;4;[0.103, 0.205];[0.103, 0.205];[0.103, 0.205];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.475, 0.071];[0.475, 0.071];[0.475, 0.071];[0.739, 0.021];[0.708, 0.02];[0.748, 0.032];[0.739, 0.021];[0.708, 0.02];[0.748, 0.032];[0.53, 0.091];[0.53, 0.091];[0.53, 0.091];[0.819, 0.034];[0.736, 0.056];[0.876, 0.027];[0.819, 0.034];[0.736, 0.056];[0.876, 0.027];[0.056, 0.026];[0.066, 0.03];[21.16, 1.201];[0.006, 0.005];[0.18, 0.006]
